Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000320,Male,Yes,0,Graduate,No,17916,5141,82044,120,1.0,Urban,Y
LP000321,Male,No,0,Graduate,No,55075,3490,27551,120,1.0,Rural,Y
LP000322,Female,Yes,0,Graduate,No,14932,3907,125270,120,1.0,Urban,Y
LP000323,Female,Yes,2,Graduate,No,20360,5761,37021,240,1.0,Rural,N
LP000324,Male,Yes,0,Not Graduate,No,35498,6333,171392,60,1.0,Urban,N
LP000325,Female,Yes,3+,Graduate,No,43046,4726,68524,240,1.0,Semiurban,N
LP000326,Female,No,0,Graduate,No,23134,3270,72705,180,1.0,Rural,N
LP000327,Male,Yes,0,Graduate,No,18797,5888,59049,120,1.0,Urban,N
LP000328,Male,Yes,2,Not Graduate,Yes,63159,9200,69981,120,1.0,Rural,N
LP000329,Male,No,1,Not Graduate,No,76369,12289,164269,60,1.0,Semiurban,N
LP000330,Male,Yes,1,Graduate,Yes,48402,5485,23297,240,1.0,Rural,Y
LP000331,Male,Yes,1,Not Graduate,No,28316,6068,153044,120,1.0,Semiurban,Y
LP000332,Female,Yes,2,Graduate,Yes,16564,4235,95703,84,1.0,Urban,Y
LP000333,Male,Yes,0,Graduate,No,16345,7926,44200,120,1.0,Urban,N
LP000334,Male,Yes,3+,Graduate,No,36809,4474,47209,360,1.0,Urban,N
LP000335,Male,Yes,3+,Not Graduate,Yes,34580,12102,186875,120,1.0,Urban,N
LP000336,Male,Yes,1,Graduate,No,62377,2321,50374,300,0.0,Urban,N
LP000337,Female,No,0,Graduate,No,39746,6299,45402,84,1.0,Urban,Y
LP000338,Female,Yes,1,Graduate,No,10917,10004,142722,36,,Semiurban,Y
LP000339,Male,Yes,0,Not Graduate,Yes,50572,9215,95728,60,1.0,Rural,N
LP000340,Male,Yes,0,Graduate,No,14781,53376,50566,120,1.0,Urban,N
LP000341,Male,Yes,0,Graduate,No,21367,10351,90067,60,1.0,Urban,N
LP000342,Male,Yes,1,Graduate,Yes,31260,4012,48393,12,0.0,Semiurban,N
LP000343,Male,Yes,2,Graduate,Yes,89089,7579,140141,300,1.0,Urban,N
LP000344,Male,No,2,Graduate,No,173850,2337,137404,240,1.0,Urban,Y
LP000345,Male,Yes,2,Not Graduate,No,38716,7658,105451,180,1.0,Urban,Y
LP000346,Male,Yes,1,Graduate,No,24102,4522,96841,60,1.0,Rural,N
LP000347,Male,Yes,0,Graduate,No,37075,15379,194968,36,1.0,Rural,N
LP000348,Male,No,0,Graduate,No,45825,5515,80808,36,1.0,Urban,Y
LP000349,Male,Yes,3+,Not Graduate,No,22194,7467,44759,180,1.0,Semiurban,N
LP000350,Male,Yes,0,Graduate,Yes,78993,5193,101188,300,1.0,Semiurban,N
LP000351,Male,Yes,2,Graduate,No,30885,27369,229354,120,1.0,Semiurban,N
LP000352,Female,No,1,Not Graduate,No,36266,6471,48660,36,0.0,Semiurban,Y
LP000353,Female,Yes,1,Not Graduate,No,40116,29225,67458,120,1.0,Semiurban,N
LP000354,Male,No,2,Not Graduate,No,34646,14327,99530,84,1.0,Urban,Y
LP000355,Male,Yes,1,Not Graduate,No,44505,11355,78672,84,0.0,Urban,Y
LP000356,Male,Yes,2,Graduate,Yes,18576,10489,49456,180,1.0,Semiurban,Y
LP000357,Male,Yes,3+,Not Graduate,No,19245,10674,141623,180,1.0,Rural,Y
LP000358,Male,Yes,1,Graduate,Yes,13903,2101,257820,36,1.0,Semiurban,N
LP000359,Female,Yes,0,Not Graduate,No,35020,6666,89149,12,1.0,Rural,N
LP000360,Male,Yes,1,Graduate,Yes,42931,14641,51429,360,1.0,Rural,Y
LP000361,Male,No,3+,Not Graduate,Yes,35406,7830,37254,60,1.0,Urban,Y
LP000362,Male,Yes,0,Graduate,No,73474,3030,91948,36,1.0,Semiurban,N
LP000363,Male,Yes,1,Graduate,No,26813,7811,140356,60,1.0,Semiurban,N
LP000364,Male,Yes,1,Graduate,No,40184,26712,102496,12,1.0,Rural,Y
LP000365,Female,Yes,2,Not Graduate,No,13974,19396,80724,84,1.0,Rural,Y
LP000366,Male,Yes,0,Not Graduate,Yes,21327,7758,60196,240,1.0,Semiurban,N
LP000367,Female,Yes,2,Graduate,Yes,40836,15772,46813,84,1.0,Urban,N
LP000368,Female,Yes,3+,Graduate,No,44777,6269,122685,120,1.0,Rural,N
LP000369,Male,No,0,Graduate,No,22552,2458,127629,180,1.0,Urban,N
LP000370,Male,No,0,Graduate,No,25771,4242,37314,120,0.0,Rural,N
LP000371,Male,Yes,3+,Not Graduate,No,10821,24197,178960,300,,Rural,Y
LP000372,Male,Yes,0,Graduate,No,21715,6688,107692,300,1.0,Urban,N
LP000373,Male,Yes,2,Graduate,No,45900,6833,162721,12,0.0,Semiurban,N
LP000374,Female,Yes,1,Not Graduate,No,37991,6568,41313,240,1.0,Semiurban,Y
LP000375,Male,Yes,0,Graduate,No,36330,30726,40826,120,1.0,Semiurban,Y
LP000376,Male,Yes,2,Graduate,No,27718,25290,75020,360,1.0,Urban,N
LP000377,Female,No,1,Graduate,No,27017,38297,103921,120,1.0,Rural,N
LP000378,Male,Yes,1,Graduate,No,18102,7249,198427,360,1.0,Rural,Y
LP000379,Female,Yes,0,Graduate,No,40916,9966,115040,240,1.0,Rural,N
LP000380,Male,Yes,1,Graduate,No,34633,2802,71586,60,0.0,Urban,Y
LP000381,Male,Yes,0,Graduate,No,36142,22784,48378,120,1.0,Rural,Y
LP000382,Female,Yes,0,Not Graduate,No,19621,3577,149492,360,1.0,Semiurban,N
LP000383,Male,Yes,3+,Graduate,No,7390,9430,49893,300,1.0,Urban,Y
LP000384,Female,Yes,0,Not Graduate,No,51963,3758,182450,36,1.0,Urban,N
LP000385,Female,No,1,Graduate,No,20185,5365,70109,180,1.0,Urban,N
LP000386,Female,Yes,0,Graduate,No,16031,4509,179026,84,1.0,Rural,N
LP000387,Male,Yes,2,Graduate,No,40785,5294,113489,12,1.0,Semiurban,N
LP000388,Male,Yes,0,Graduate,No,21264,5555,75470,120,0.0,Semiurban,Y
LP000389,Female,Yes,3+,Graduate,No,50815,5520,62336,60,1.0,Urban,N
LP000390,Female,Yes,1,Not Graduate,No,38956,14520,68155,240,1.0,Semiurban,N
LP000391,Female,No,0,Graduate,No,40543,3739,100123,84,1.0,Urban,N
LP000392,Male,No,0,Graduate,No,11854,9455,84000,240,1.0,Urban,Y
LP000393,Male,No,0,Not Graduate,No,55668,19007,60059,12,1.0,Semiurban,N
LP000394,Female,Yes,1,Graduate,Yes,31468,5657,74397,84,1.0,Urban,N
LP000395,Male,Yes,0,Graduate,No,21556,4902,84060,60,1.0,Rural,Y
LP000396,Female,Yes,2,Graduate,No,29320,6895,27879,60,1.0,Urban,N
LP000397,Female,Yes,1,Graduate,No,9267,18505,101628,36,1.0,Semiurban,Y
LP000398,Male,No,0,Graduate,Yes,34378,9282,49520,60,1.0,Semiurban,N
LP000399,Female,Yes,1,Graduate,No,14506,5586,45403,120,1.0,Semiurban,Y
LP000400,Female,Yes,2,Not Graduate,No,11948,11369,34763,60,1.0,Urban,Y
LP000401,Male,Yes,0,Graduate,No,10792,3745,32960,120,1.0,Urban,N
LP000402,Female,Yes,0,Graduate,Yes,52449,13055,41038,84,1.0,Rural,N
LP000403,Male,Yes,0,Not Graduate,No,18443,10786,56697,300,1.0,Urban,Y
LP000404,Female,Yes,2,Graduate,No,67523,6532,214621,300,0.0,Rural,N
LP000405,Male,Yes,1,Graduate,No,19506,4505,62134,120,0.0,Rural,Y
LP000406,Female,No,1,Graduate,No,9658,4356,88333,84,1.0,Urban,N
LP000407,Male,No,2,Not Graduate,No,13767,11782,98739,36,1.0,Urban,N
LP000408,Male,Yes,2,Graduate,No,56471,19154,86295,360,1.0,Semiurban,N
LP000409,Female,Yes,1,Graduate,No,24500,5186,77751,36,0.0,Rural,Y
LP000410,Male,Yes,2,Graduate,No,19361,11168,44460,60,0.0,Rural,N
LP000411,Male,Yes,0,Graduate,No,29614,1880,166952,60,1.0,Semiurban,Y
LP000412,Female,Yes,0,Not Graduate,Yes,36354,5381,199505,84,0.0,Rural,Y
LP000413,Female,Yes,0,Not Graduate,No,52598,7928,34845,60,1.0,Urban,N
LP000414,Male,Yes,0,Graduate,Yes,64157,4286,48435,240,1.0,Rural,N
LP000415,Male,Yes,1,Graduate,No,21679,4206,70269,36,1.0,Rural,Y
LP000416,Male,Yes,3+,Graduate,No,12141,5077,49897,180,0.0,Urban,N
LP000417,Male,Yes,0,Not Graduate,No,20992,9942,104087,36,1.0,Urban,Y
LP000418,Male,No,0,Graduate,Yes,31450,7107,56154,36,0.0,Urban,N
LP000419,Female,No,1,Graduate,Yes,15089,1691,238596,300,1.0,Urban,N
LP000420,Female,Yes,3+,Graduate,No,15149,1836,146572,60,1.0,Rural,Y
LP000421,Female,No,0,Graduate,No,33066,5298,89885,240,1.0,Urban,N
LP000422,Female,Yes,1,Graduate,Yes,26129,11163,135062,120,1.0,Urban,N
LP000423,Male,No,0,Graduate,No,27437,1184,140498,36,1.0,Urban,N
LP000424,Male,No,0,Graduate,No,17067,5711,60963,360,1.0,Rural,N
LP000425,Male,Yes,3+,Not Graduate,No,23429,5606,53738,60,1.0,Semiurban,N
LP000426,Male,Yes,3+,Graduate,No,15451,21414,84041,300,1.0,Semiurban,Y
LP000427,Male,Yes,0,Graduate,Yes,45895,6188,124345,60,1.0,Urban,N
LP000428,Female,Yes,3+,Graduate,No,50068,10594,86641,300,1.0,Rural,N
LP000429,Male,Yes,1,Graduate,No,8886,8945,36735,12,1.0,Rural,N
LP000430,Male,Yes,2,Graduate,No,15402,1823,54099,120,1.0,Urban,N
LP000431,Male,Yes,1,Graduate,No,10960,13873,77886,240,1.0,Urban,N
LP000432,Female,No,1,Graduate,No,18214,9421,77821,300,1.0,Urban,Y
LP000433,Male,No,1,Graduate,No,25589,11565,216700,300,1.0,Urban,Y
LP000434,Male,Yes,1,Graduate,No,11273,126546,40417,240,1.0,Semiurban,Y
LP000435,Male,Yes,0,Graduate,No,15473,1883,104067,300,0.0,Rural,N
LP000436,Female,Yes,0,Not Graduate,No,14729,27099,170170,60,1.0,Semiurban,N
LP000437,Male,Yes,0,Graduate,No,30465,6626,251632,60,1.0,Rural,N
LP000438,Female,No,2,Not Graduate,No,28046,9908,66025,60,1.0,Semiurban,N
LP000439,Female,Yes,0,Graduate,No,17447,7849,103333,84,1.0,Semiurban,N
LP000440,Male,Yes,1,Graduate,No,29914,6021,107460,84,1.0,Semiurban,N
LP000441,Male,Yes,3+,Graduate,No,19379,5437,89120,120,0.0,Urban,N
LP000442,Female,Yes,0,Graduate,No,22856,10205,76924,60,1.0,Urban,N
LP000443,Male,Yes,1,Not Graduate,No,73428,2801,100507,180,0.0,Semiurban,Y
LP000444,Male,No,1,Graduate,No,60130,13703,22785,60,1.0,Urban,Y
LP000445,Female,Yes,2,Not Graduate,No,12335,6055,113667,84,1.0,Urban,N
LP000446,Female,Yes,0,Graduate,No,44260,3673,86084,120,1.0,Semiurban,N
LP000447,Female,Yes,1,Graduate,No,43775,5913,72313,240,1.0,Rural,N
LP000448,Female,No,2,Graduate,No,13508,19535,224904,180,1.0,Semiurban,Y
LP000449,Male,No,3+,Graduate,Yes,43970,5570,57672,180,0.0,Rural,N
LP000450,Male,Yes,1,Graduate,No,67694,10414,66069,60,1.0,Semiurban,N
LP000451,Female,Yes,1,Graduate,No,13718,4857,218770,120,1.0,Rural,N
LP000452,Male,Yes,1,Graduate,No,15514,13774,53314,36,1.0,Semiurban,Y
LP000453,Male,Yes,2,Graduate,No,49543,13093,61386,84,1.0,Rural,N
LP000454,Female,No,1,Graduate,No,31662,29555,75093,120,1.0,Semiurban,N
LP000455,Male,Yes,0,Not Graduate,No,37454,7166,123052,12,1.0,Semiurban,N
LP000456,Male,Yes,3+,Not Graduate,Yes,33002,12939,89670,60,0.0,Semiurban,N
LP000457,Male,Yes,1,Graduate,No,34010,8678,42348,360,1.0,Semiurban,N
LP000458,Male,Yes,1,Graduate,No,12138,20072,61939,360,1.0,Urban,N
LP000459,Male,Yes,0,Graduate,No,50432,4899,59654,84,0.0,Urban,Y
LP000460,Male,No,1,Not Graduate,No,54271,13650,77760,12,1.0,Urban,Y
LP000461,Male,Yes,0,Graduate,No,23443,7070,99999,60,1.0,Rural,N
LP000462,Male,Yes,1,Graduate,No,26210,7747,99618,84,1.0,Urban,N
LP000463,Female,Yes,0,Not Graduate,No,10735,8640,33256,300,0.0,Urban,N
LP000464,Male,Yes,1,Graduate,No,36627,9667,137581,36,1.0,Semiurban,Y
LP000465,Female,Yes,3+,Graduate,No,37920,7469,91700,240,1.0,Urban,N
LP000466,Male,Yes,0,Graduate,No,25917,9417,161500,36,1.0,Semiurban,Y
LP000467,Male,No,3+,Graduate,No,52818,24457,100921,360,1.0,Urban,N
LP000468,Female,Yes,1,Graduate,Yes,22016,16152,140177,84,1.0,Rural,N
LP000469,Male,Yes,2,Graduate,No,37750,14889,102055,240,1.0,Rural,N
LP000470,Female,Yes,2,Graduate,No,14591,5890,158437,84,1.0,Rural,N
LP000471,Male,Yes,1,Graduate,No,26525,4348,104938,180,1.0,Semiurban,N
LP000472,Female,No,2,Not Graduate,No,24230,15814,76960,60,1.0,Rural,Y
LP000473,Male,No,2,Graduate,No,30797,14961,251756,36,1.0,Urban,N
LP000474,Female,Yes,1,Graduate,No,21553,22717,126060,300,1.0,Urban,N
LP000475,Male,Yes,0,Graduate,No,24862,5309,107674,300,1.0,Urban,Y
LP000476,Female,Yes,1,Not Graduate,No,44162,6900,42695,300,1.0,Semiurban,Y
LP000477,Male,Yes,2,Graduate,Yes,20701,2571,42439,180,1.0,Semiurban,N
LP000478,Male,Yes,2,Graduate,No,10260,6156,93559,240,1.0,Semiurban,N
LP000479,Female,Yes,2,Not Graduate,Yes,76860,16278,86921,36,1.0,Urban,N
LP000480,Male,Yes,1,Not Graduate,No,61628,5845,59452,84,1.0,Semiurban,N
LP000481,Male,Yes,2,Graduate,No,12389,12687,86724,84,1.0,Semiurban,N
LP000482,Female,No,0,Not Graduate,No,40693,7091,178851,180,1.0,Semiurban,N
LP000483,Male,Yes,1,Graduate,No,19894,10166,114428,84,1.0,Semiurban,N
LP000484,Male,Yes,0,Graduate,Yes,31511,3628,45683,36,1.0,Urban,N
LP000485,Male,No,0,Graduate,No,32097,8601,76438,120,1.0,Rural,N
LP000486,Female,Yes,0,Graduate,No,23373,998,54041,240,1.0,Semiurban,Y
LP000487,Male,Yes,0,Graduate,No,16810,7109,66579,84,1.0,Urban,Y
LP000488,Male,Yes,1,Graduate,No,17777,2588,65722,36,1.0,Urban,N
LP000489,Female,Yes,0,Graduate,No,15526,18848,63651,60,1.0,Semiurban,Y
LP000490,Female,No,1,Graduate,No,16332,13963,43149,60,1.0,Rural,Y
LP000491,Male,No,0,Not Graduate,No,25840,11233,75824,60,1.0,Semiurban,N
LP000492,Male,Yes,0,Graduate,No,17510,23498,61065,180,1.0,Urban,N
LP000493,Male,Yes,0,Graduate,No,40507,4170,18681,180,1.0,Rural,Y
LP000494,Male,Yes,0,Graduate,No,65666,27533,225592,180,1.0,Semiurban,Y
LP000495,Male,Yes,1,Not Graduate,No,18995,15561,139299,84,1.0,Semiurban,Y
LP000496,Male,Yes,1,Graduate,No,31058,6866,66959,240,1.0,Semiurban,Y
LP000497,Male,No,1,Not Graduate,No,36308,17942,81585,60,1.0,Urban,N
LP000498,Male,Yes,1,Graduate,No,35710,3735,44988,120,1.0,Semiurban,N
LP000499,Female,No,0,Graduate,No,28157,4549,188690,240,1.0,Urban,N
LP000500,Female,Yes,2,Graduate,No,42007,5292,208698,60,0.0,Rural,N
