Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000329,Male,Yes,1,Graduate,Yes,4421,8509,153,300,1.0,Semiurban,Y
LP000330,Male,Yes,0,Graduate,No,3232,40355,69,240,1.0,Rural,Y
LP000331,Male,Yes,0,Graduate,No,1657,428,114,300,1.0,Semiurban,Y
LP000332,Male,No,0,Graduate,Yes,2071,0,152,240,0.0,Semiurban,N
LP000333,Male,Yes,1,Graduate,No,975,1105,148,240,1.0,Urban,Y
LP000334,Male,No,1,Graduate,No,4532,0,77,360,1.0,Semiurban,Y
LP000335,Male,No,0,Not Graduate,No,3044,0,86,120,1.0,Semiurban,Y
LP000336,Male,Yes,0,Graduate,Yes,2268,397,171,240,1.0,Rural,Y
LP000337,Female,Yes,0,Not Graduate,No,4654,0,224,360,1.0,Urban,Y
LP000338,Male,Yes,0,Graduate,No,6575,1987,133,120,1.0,Semiurban,Y
LP000339,Male,Yes,0,Graduate,No,26227,837,130,120,1.0,Semiurban,Y
LP000340,Male,Yes,0,Graduate,No,1466,0,236,240,1.0,Semiurban,Y
LP000341,Male,Yes,1,Not Graduate,No,12425,0,100,360,1.0,Rural,Y
LP000342,Male,Yes,0,Graduate,Yes,10705,3712,351,360,1.0,Urban,Y
LP000343,Male,No,0,Graduate,No,2635,12613,75,120,1.0,Urban,Y
LP000344,Male,No,0,Graduate,No,5782,2977,250,360,1.0,Semiurban,Y
LP000345,Male,No,2,Graduate,No,3408,419,194,240,1.0,Semiurban,Y
LP000346,Male,Yes,1,Graduate,No,5701,0,495,360,1.0,Urban,Y
LP000347,Male,Yes,1,Graduate,No,16437,0,84,360,0.0,Semiurban,Y
LP000348,Male,Yes,0,Graduate,No,7978,5391,46,360,1.0,Semiurban,Y
LP000349,Male,No,0,Graduate,No,7382,11949,277,300,0.0,Rural,Y
LP000350,Male,Yes,0,Graduate,No,3483,3127,71,480,1.0,Urban,Y
LP000351,Male,No,1,Graduate,No,1499,300,201,480,1.0,Rural,Y
LP000352,Female,Yes,2,Graduate,No,4159,0,268,360,1.0,Urban,Y
LP000353,Male,Yes,1,Not Graduate,No,12903,8842,179,360,1.0,Urban,Y
LP000354,Male,No,2,Graduate,No,1448,0,166,300,1.0,Urban,Y
LP000355,Male,Yes,1,Graduate,No,2113,1989,181,300,0.0,Rural,N
LP000356,Male,No,0,Graduate,No,5437,4494,225,120,1.0,Urban,Y
LP000357,Male,No,2,Graduate,No,2235,0,199,240,1.0,Semiurban,Y
LP000358,Male,Yes,0,Graduate,No,2607,2526,80,360,0.0,Semiurban,Y
LP000359,Female,Yes,0,Not Graduate,No,3502,1407,369,360,1.0,Rural,Y
LP000360,Male,Yes,0,Graduate,No,1648,0,152,480,1.0,Rural,Y
LP000361,Male,No,0,Graduate,Yes,2254,0,192,120,1.0,Semiurban,Y
LP000362,Male,Yes,0,Graduate,No,8627,0,211,180,0.0,Rural,Y
LP000363,Male,Yes,0,Graduate,No,1726,0,264,360,1.0,Semiurban,Y
LP000364,Male,Yes,0,Graduate,No,1368,6624,251,300,1.0,Rural,Y
LP000365,Female,No,0,Not Graduate,No,2968,1548,158,180,1.0,Urban,Y
LP000366,Male,Yes,0,Graduate,No,8826,0,153,480,0.0,Urban,Y
LP000367,Female,No,0,Graduate,Yes,4198,727,182,360,1.0,Semiurban,Y
LP000368,Female,No,0,Graduate,No,3389,558,257,300,1.0,Semiurban,Y
LP000369,Male,Yes,0,Graduate,No,5092,0,85,360,1.0,Semiurban,Y
LP000370,Male,Yes,1,Graduate,No,1216,7946,204,360,1.0,Semiurban,Y
LP000371,Male,No,1,Graduate,No,7300,0,95,360,0.0,Urban,Y
LP000372,Male,Yes,2,Graduate,No,6679,2266,374,360,0.0,Semiurban,Y
LP000373,Male,No,1,Graduate,Yes,3542,822,178,120,1.0,Urban,Y
LP000374,Male,Yes,0,Graduate,No,10989,1322,120,360,1.0,Rural,Y
LP000375,Male,Yes,1,Not Graduate,No,1994,295,183,120,1.0,Rural,Y
LP000376,Male,No,0,Graduate,No,12116,1387,149,120,1.0,Rural,Y
LP000377,Female,Yes,0,Graduate,No,5561,1433,136,480,1.0,Urban,Y
LP000378,Male,Yes,1,Graduate,No,3754,0,60,360,1.0,Semiurban,Y
LP000379,Female,Yes,0,Graduate,Yes,4837,0,88,360,0.0,Rural,Y
LP000380,Male,Yes,1,Graduate,No,4510,429,138,360,1.0,Rural,Y
LP000381,Male,Yes,2,Graduate,Yes,13045,6641,63,480,1.0,Semiurban,Y
LP000382,Male,Yes,2,Graduate,Yes,2076,2327,110,360,0.0,Semiurban,N
LP000383,Male,No,2,Graduate,No,2670,0,115,300,1.0,Semiurban,Y
LP000384,Female,Yes,0,Graduate,No,11260,1788,100,240,1.0,Semiurban,Y
LP000385,Male,Yes,0,Graduate,No,3052,0,218,180,1.0,Urban,Y
LP000386,Female,Yes,0,Not Graduate,No,10101,0,95,300,1.0,Semiurban,Y
LP000387,Male,No,0,Graduate,No,19140,3199,155,300,1.0,Rural,Y
LP000388,Male,Yes,1,Graduate,Yes,3563,222,124,360,0.0,Semiurban,N
LP000389,Male,No,1,Graduate,Yes,8476,0,139,360,1.0,Semiurban,Y
LP000390,Female,Yes,1,Graduate,Yes,1952,1331,331,480,1.0,Semiurban,Y
LP000391,Female,Yes,0,Graduate,No,8989,2458,162,360,1.0,Rural,Y
LP000392,Male,Yes,0,Not Graduate,No,5764,0,178,360,1.0,Semiurban,Y
LP000393,Male,Yes,0,Not Graduate,No,7175,716,101,240,1.0,Semiurban,Y
LP000394,Male,Yes,0,Graduate,Yes,2932,0,202,120,1.0,Semiurban,Y
LP000395,Male,Yes,2,Not Graduate,No,1301,977,198,240,1.0,Semiurban,Y
LP000396,Female,No,0,Not Graduate,No,7351,691,189,360,1.0,Semiurban,Y
LP000397,Female,Yes,0,Not Graduate,No,943,1191,81,240,1.0,Semiurban,Y
LP000398,Male,Yes,0,Not Graduate,Yes,3812,4559,110,360,1.0,Semiurban,Y
LP000399,Male,Yes,1,Graduate,No,10435,510,303,360,1.0,Semiurban,Y
LP000400,Male,No,1,Graduate,Yes,5730,3021,105,180,1.0,Urban,Y
LP000401,Male,Yes,0,Graduate,Yes,23357,234,325,240,1.0,Urban,Y
LP000402,Female,Yes,0,Graduate,No,11159,921,112,300,1.0,Urban,Y
LP000403,Male,Yes,0,Not Graduate,No,2912,1217,159,300,1.0,Rural,Y
LP000404,Female,No,0,Graduate,No,5023,13491,135,360,1.0,Urban,Y
LP000405,Male,Yes,1,Graduate,No,4732,0,97,360,1.0,Urban,Y
LP000406,Female,Yes,1,Not Graduate,No,1386,128,97,360,0.0,Urban,N
LP000407,Male,No,0,Not Graduate,No,2316,164,104,360,1.0,Semiurban,Y
LP000408,Male,No,0,Not Graduate,Yes,3138,0,159,360,1.0,Urban,Y
LP000409,Female,Yes,3,Graduate,No,963,3776,231,480,1.0,Semiurban,Y
LP000410,Male,No,0,Graduate,No,5105,0,154,240,1.0,Urban,Y
LP000411,Male,Yes,1,Graduate,Yes,4026,2210,145,360,1.0,Rural,Y
LP000412,Female,Yes,0,Graduate,Yes,1289,0,271,300,1.0,Rural,Y
LP000413,Female,Yes,0,Graduate,No,6791,946,151,240,1.0,Rural,Y
LP000414,Male,Yes,0,Graduate,No,8714,0,113,180,1.0,Semiurban,Y
LP000415,Male,Yes,0,Graduate,No,5893,255,90,360,1.0,Semiurban,Y
LP000416,Male,No,3,Graduate,No,3792,610,280,240,1.0,Semiurban,Y
LP000417,Male,Yes,0,Graduate,No,7888,206,125,240,1.0,Urban,Y
LP000418,Male,Yes,0,Graduate,Yes,8469,0,111,480,1.0,Semiurban,Y
LP000419,Male,Yes,0,Graduate,No,6285,1710,106,360,1.0,Urban,Y
LP000420,Male,No,0,Graduate,No,2540,2073,272,360,1.0,Semiurban,Y
LP000421,Male,Yes,0,Graduate,Yes,6132,1947,111,360,1.0,Urban,Y
LP000422,Male,Yes,0,Graduate,No,12789,594,243,480,1.0,Semiurban,Y
LP000423,Male,Yes,1,Graduate,No,3049,0,132,360,1.0,Semiurban,Y
LP000424,Male,Yes,0,Graduate,No,26327,299,81,240,0.0,Semiurban,Y
LP000425,Male,No,0,Not Graduate,No,3227,9282,125,360,1.0,Rural,Y
LP000426,Male,No,2,Graduate,No,5043,1255,145,360,1.0,Semiurban,Y
LP000427,Male,Yes,0,Graduate,No,2869,1005,140,300,1.0,Semiurban,Y
LP000428,Female,No,3,Graduate,Yes,5875,12169,138,300,1.0,Semiurban,Y
LP000429,Male,Yes,0,Not Graduate,No,1219,407,126,300,1.0,Urban,Y
LP000430,Male,No,2,Graduate,No,3175,0,100,480,1.0,Semiurban,Y
LP000431,Male,Yes,1,Graduate,No,2051,485,149,240,1.0,Rural,Y
LP000432,Male,Yes,2,Not Graduate,No,5476,1666,194,480,1.0,Rural,Y
LP000433,Male,Yes,3,Graduate,No,10889,0,71,480,1.0,Semiurban,Y
LP000434,Male,Yes,0,Graduate,No,8240,4392,284,360,1.0,Urban,Y
LP000435,Male,Yes,3,Graduate,Yes,737,39592,23,360,1.0,Urban,Y
LP000436,Male,Yes,0,Graduate,No,25176,121,154,300,1.0,Semiurban,Y
LP000437,Male,Yes,0,Graduate,No,6224,3753,187,120,1.0,Rural,Y
LP000438,Female,No,0,Graduate,No,2640,926,109,180,1.0,Semiurban,Y
LP000439,Male,Yes,0,Not Graduate,No,5573,894,51,360,1.0,Rural,Y
LP000440,Male,Yes,0,Not Graduate,No,5658,859,141,300,1.0,Semiurban,Y
LP000441,Male,No,0,Graduate,No,2882,607,161,180,1.0,Urban,Y
LP000442,Female,Yes,0,Graduate,No,5757,0,83,240,1.0,Urban,Y
LP000443,Male,Yes,1,Graduate,No,3023,4967,97,480,0.0,Urban,Y
LP000444,Male,Yes,2,Not Graduate,No,3556,1859,240,300,0.0,Semiurban,N
LP000445,Female,No,0,Not Graduate,No,2838,9147,157,480,1.0,Urban,Y
LP000446,Female,Yes,0,Graduate,No,1562,294,69,240,1.0,Semiurban,Y
LP000447,Female,Yes,0,Not Graduate,No,5522,0,185,360,1.0,Semiurban,Y
LP000448,Male,No,0,Graduate,No,7849,132,93,120,1.0,Urban,Y
LP000449,Male,No,0,Graduate,No,7419,781,100,360,0.0,Urban,Y
LP000450,Male,Yes,0,Graduate,No,9470,2195,163,360,1.0,Urban,Y
LP000451,Male,Yes,0,Graduate,No,6370,0,156,240,1.0,Semiurban,Y
LP000452,Male,Yes,3,Graduate,No,3209,2162,121,360,0.0,Semiurban,Y
LP000453,Male,No,0,Graduate,No,9621,332,115,360,1.0,Urban,Y
LP000454,Female,Yes,0,Graduate,No,1659,4739,130,360,1.0,Rural,Y
LP000455,Male,Yes,0,Not Graduate,No,2390,2410,100,360,1.0,Semiurban,Y
LP000456,Male,No,0,Graduate,Yes,2272,4357,255,240,1.0,Semiurban,Y
LP000457,Male,Yes,0,Graduate,No,11661,186,67,360,0.0,Semiurban,Y
LP000458,Male,Yes,1,Graduate,Yes,10448,0,131,480,1.0,Rural,Y
LP000459,Male,Yes,0,Graduate,No,7257,434,71,360,1.0,Semiurban,Y
LP000460,Male,Yes,0,Graduate,No,11585,1122,236,480,1.0,Semiurban,Y
LP000461,Male,Yes,3,Graduate,No,2432,0,131,300,1.0,Urban,Y
LP000462,Male,Yes,2,Graduate,No,6495,0,87,360,0.0,Semiurban,Y
LP000463,Male,Yes,1,Graduate,No,4446,650,209,360,1.0,Semiurban,Y
LP000464,Male,Yes,0,Graduate,Yes,9676,0,47,120,1.0,Semiurban,Y
LP000465,Female,No,1,Graduate,No,4481,287,170,360,1.0,Rural,Y
LP000466,Male,Yes,0,Graduate,No,3612,0,263,360,0.0,Rural,Y
LP000467,Male,No,0,Graduate,Yes,7575,1413,162,180,1.0,Urban,Y
LP000468,Female,Yes,0,Graduate,No,9906,6920,115,120,1.0,Urban,Y
LP000469,Male,No,0,Not Graduate,No,2879,961,79,360,1.0,Urban,Y
LP000470,Female,No,0,Graduate,No,4680,964,254,120,1.0,Semiurban,Y
LP000471,Male,Yes,0,Graduate,No,2107,722,235,120,1.0,Urban,Y
LP000472,Female,No,3,Graduate,No,666,5174,107,300,1.0,Urban,Y
LP000473,Male,No,2,Graduate,No,5769,771,108,180,1.0,Urban,Y
LP000474,Female,Yes,1,Graduate,No,7999,3918,268,480,1.0,Urban,Y
LP000475,Male,Yes,0,Not Graduate,No,6061,1142,193,300,1.0,Urban,Y
LP000476,Female,Yes,2,Not Graduate,No,1033,168,60,360,1.0,Urban,Y
LP000477,Male,No,0,Not Graduate,No,3711,0,134,480,1.0,Semiurban,Y
LP000478,Male,No,1,Graduate,No,833,439,132,360,1.0,Urban,Y
LP000479,Female,No,0,Graduate,No,14702,1883,167,300,1.0,Urban,Y
LP000480,Male,Yes,1,Graduate,No,2061,433,148,360,0.0,Rural,N
LP000481,Male,No,0,Graduate,No,13417,5492,114,300,1.0,Rural,Y
LP000482,Male,Yes,2,Graduate,No,10474,1620,162,240,1.0,Urban,Y
LP000483,Male,Yes,2,Graduate,No,2391,1461,118,360,1.0,Urban,Y
LP000484,Male,Yes,0,Not Graduate,No,1985,3972,818,360,1.0,Semiurban,Y
LP000485,Male,Yes,0,Graduate,No,6504,5748,157,360,1.0,Urban,Y
LP000486,Female,Yes,3,Graduate,No,2501,1764,147,480,1.0,Urban,Y
LP000487,Male,Yes,0,Graduate,Yes,5334,716,372,360,1.0,Urban,Y
LP000488,Male,Yes,2,Graduate,No,3340,215,75,360,1.0,Urban,Y
LP000489,Female,Yes,0,Graduate,No,1182,793,140,360,1.0,Semiurban,Y
LP000490,Female,Yes,0,Graduate,No,825,862,92,120,1.0,Rural,Y
LP000491,Male,Yes,0,Graduate,No,5891,2055,203,300,1.0,Semiurban,Y
LP000492,Male,Yes,0,Graduate,No,3136,1194,115,360,1.0,Semiurban,Y
LP000493,Male,Yes,1,Not Graduate,No,3157,4127,198,360,1.0,Semiurban,Y
LP000494,Male,Yes,0,Not Graduate,No,8575,0,191,180,0.0,Semiurban,Y
LP000495,Male,Yes,0,Graduate,No,12566,1688,219,240,1.0,Semiurban,Y
LP000496,Male,Yes,0,Graduate,No,3951,7485,192,240,0.0,Urban,Y
LP000497,Male,Yes,0,Not Graduate,No,3742,2724,132,360,1.0,Semiurban,Y
LP000498,Male,Yes,2,Not Graduate,Yes,7332,1682,73,360,1.0,Rural,Y
LP000499,Female,Yes,3,Graduate,No,1659,878,245,480,1.0,Urban,Y
LP000500,Female,No,0,Graduate,No,5875,845,300,360,1.0,Rural,Y
LP000501,Male,Yes,2,Graduate,No,7642,651,92,360,0.0,Semiurban,Y
LP000502,Male,Yes,1,Not Graduate,No,8469,944,214,300,1.0,Semiurban,Y
LP000503,Male,Yes,0,Not Graduate,No,1043,4477,82,300,1.0,Urban,Y
LP000504,Female,Yes,3,Graduate,Yes,2672,0,164,300,1.0,Semiurban,Y
LP000505,Male,Yes,0,Not Graduate,No,2434,357,182,360,1.0,Rural,Y
LP000506,Male,Yes,0,Graduate,No,5323,15090,119,180,1.0,Semiurban,Y
LP000507,Female,Yes,2,Not Graduate,No,7219,2654,155,360,1.0,Urban,Y
LP000508,Female,Yes,0,Graduate,Yes,16274,0,226,360,1.0,Urban,Y
LP000509,Female,Yes,2,Not Graduate,No,3307,1063,140,300,1.0,Semiurban,Y
LP000510,Male,No,2,Graduate,No,3300,2065,105,480,1.0,Semiurban,Y
LP000511,Male,No,0,Graduate,No,12329,13981,80,360,1.0,Semiurban,Y
LP000512,Male,No,2,Graduate,No,6230,478,122,240,1.0,Rural,Y
LP000513,Female,No,0,Not Graduate,Yes,13549,5832,82,300,0.0,Semiurban,Y
LP000514,Female,Yes,0,Not Graduate,No,6191,9695,122,360,1.0,Semiurban,Y
LP000515,Male,Yes,1,Not Graduate,No,1947,850,117,240,1.0,Urban,Y
LP000516,Male,Yes,2,Not Graduate,No,1691,0,221,120,1.0,Urban,Y
LP000517,Male,Yes,0,Graduate,No,1420,521,153,360,0.0,Semiurban,N
LP000518,Female,No,0,Graduate,No,8346,1416,530,480,1.0,Rural,Y
LP000519,Female,Yes,1,Graduate,No,12719,1730,54,300,1.0,Semiurban,Y
LP000520,Male,No,1,Graduate,Yes,21579,3990,173,480,1.0,Semiurban,Y
LP000521,Male,Yes,1,Graduate,No,9647,6689,118,360,1.0,Urban,Y
LP000522,Male,No,0,Graduate,No,12459,736,92,180,1.0,Rural,Y
LP000523,Female,Yes,0,Graduate,No,3090,170,146,360,1.0,Rural,Y
LP000524,Female,Yes,0,Graduate,No,1948,1762,140,300,1.0,Semiurban,Y
LP000525,Female,Yes,2,Graduate,No,9701,2571,254,240,1.0,Urban,Y
LP000526,Male,Yes,0,Graduate,No,6864,2438,155,360,1.0,Semiurban,Y
LP000527,Male,Yes,0,Not Graduate,No,5355,1221,104,360,1.0,Rural,Y
LP000528,Male,Yes,3,Graduate,No,6700,2100,175,180,1.0,Semiurban,Y
LP000529,Male,No,0,Not Graduate,No,6364,11142,132,480,1.0,Semiurban,Y
LP000530,Female,Yes,3,Graduate,No,13726,2858,84,360,1.0,Urban,Y
LP000531,Female,Yes,1,Graduate,No,13849,1155,131,480,1.0,Urban,Y
LP000532,Female,Yes,2,Graduate,No,7595,992,166,240,0.0,Urban,Y
LP000533,Female,No,0,Graduate,No,9668,1474,153,480,1.0,Rural,Y
LP000534,Male,Yes,0,Graduate,No,7414,0,175,300,1.0,Semiurban,Y
LP000535,Male,Yes,1,Graduate,No,3398,0,114,120,1.0,Semiurban,Y
LP000536,Female,Yes,2,Graduate,No,9002,0,173,360,0.0,Urban,Y
LP000537,Female,Yes,1,Graduate,No,1610,0,157,360,1.0,Rural,Y
LP000538,Male,Yes,0,Graduate,No,11419,0,158,360,1.0,Rural,Y
LP000539,Male,Yes,1,Graduate,Yes,1890,0,150,300,1.0,Urban,Y
LP000540,Male,Yes,1,Graduate,Yes,6177,3104,440,120,1.0,Rural,Y
LP000541,Female,No,1,Graduate,No,2499,1996,258,360,1.0,Urban,Y
LP000542,Male,Yes,1,Not Graduate,No,7651,1889,172,300,1.0,Urban,Y
LP000543,Male,Yes,2,Graduate,No,4783,103,99,360,1.0,Urban,Y
LP000544,Male,Yes,1,Graduate,No,1372,4421,128,300,1.0,Rural,Y
LP000545,Male,No,0,Not Graduate,No,6881,2123,332,480,0.0,Rural,N
LP000546,Male,Yes,0,Graduate,No,3095,3023,112,360,1.0,Urban,Y
LP000547,Male,No,0,Graduate,Yes,9945,769,136,360,0.0,Semiurban,Y
LP000548,Male,Yes,0,Graduate,No,4919,0,132,480,1.0,Semiurban,Y
LP000549,Male,Yes,0,Graduate,No,6743,1104,178,360,0.0,Rural,Y
LP000550,Male,Yes,0,Graduate,No,2284,6160,119,120,1.0,Urban,Y
LP000551,Male,No,0,Not Graduate,No,3067,1147,162,120,0.0,Semiurban,N
LP000552,Female,Yes,0,Graduate,Yes,3405,22008,120,360,1.0,Semiurban,Y
LP000553,Male,No,2,Graduate,No,9753,3032,286,240,1.0,Urban,Y
LP000554,Male,No,2,Graduate,No,18805,0,105,360,0.0,Urban,Y
LP000555,Female,Yes,0,Graduate,No,2580,0,241,240,1.0,Semiurban,Y
LP000556,Male,Yes,3,Graduate,No,11631,0,110,240,1.0,Urban,Y
LP000557,Male,Yes,0,Graduate,No,866,0,96,360,1.0,Rural,Y
LP000558,Male,Yes,0,Graduate,No,1890,12324,104,480,0.0,Urban,Y
LP000559,Male,No,0,Graduate,No,2282,4203,63,360,1.0,Rural,Y
LP000560,Male,No,0,Graduate,No,1665,3428,184,480,0.0,Urban,Y
LP000561,Male,Yes,1,Graduate,No,1384,2205,82,480,0.0,Urban,Y
LP000562,Male,Yes,1,Not Graduate,No,6839,344,124,240,1.0,Urban,Y
LP000563,Male,No,0,Graduate,No,4141,1011,217,240,1.0,Semiurban,Y
LP000564,Male,Yes,0,Graduate,Yes,6657,4964,213,360,1.0,Semiurban,Y
LP000565,Male,No,0,Graduate,No,8538,512,72,360,0.0,Urban,Y
LP000566,Male,Yes,0,Graduate,No,6078,86,173,360,1.0,Urban,Y
LP000567,Male,Yes,0,Graduate,No,8318,1376,262,480,1.0,Semiurban,Y
LP000568,Male,Yes,0,Graduate,No,4648,1525,107,120,1.0,Semiurban,Y
LP000569,Female,Yes,2,Graduate,Yes,1901,2127,191,240,0.0,Semiurban,Y
LP000570,Male,Yes,2,Not Graduate,No,11455,4333,83,360,1.0,Urban,Y
LP000571,Male,Yes,0,Graduate,No,3067,3885,179,300,1.0,Semiurban,Y
LP000572,Male,Yes,2,Graduate,No,2325,0,158,180,1.0,Semiurban,Y
LP000573,Male,No,0,Not Graduate,No,4262,0,206,300,1.0,Rural,Y
LP000574,Male,No,0,Not Graduate,No,2367,0,200,120,1.0,Semiurban,Y
LP000575,Female,Yes,0,Not Graduate,No,3519,3312,75,360,1.0,Urban,Y
LP000576,Female,Yes,1,Graduate,No,6472,3834,158,360,1.0,Urban,Y
LP000577,Male,Yes,3,Graduate,No,6494,0,306,360,1.0,Semiurban,Y
LP000578,Female,Yes,1,Graduate,No,2396,297,49,360,1.0,Semiurban,Y
LP000579,Male,Yes,0,Graduate,No,3327,738,240,300,1.0,Rural,Y
LP000580,Male,Yes,1,Graduate,No,11608,817,330,360,0.0,Semiurban,Y
LP000581,Male,Yes,0,Graduate,No,7310,4465,70,180,1.0,Semiurban,Y
LP000582,Female,Yes,2,Not Graduate,No,25849,0,106,240,1.0,Semiurban,Y
LP000583,Male,Yes,0,Graduate,No,12633,647,192,180,1.0,Semiurban,Y
LP000584,Male,Yes,0,Not Graduate,No,12276,867,95,360,1.0,Urban,Y
LP000585,Male,No,0,Graduate,No,1619,6921,293,480,1.0,Urban,Y
LP000586,Male,Yes,1,Graduate,No,9055,1836,252,360,0.0,Semiurban,Y
LP000587,Male,Yes,0,Graduate,No,4710,1458,74,360,1.0,Urban,Y
LP000588,Male,Yes,1,Graduate,Yes,3162,1584,102,180,1.0,Urban,Y
LP000589,Male,Yes,0,Graduate,No,5621,0,218,360,1.0,Urban,Y
LP000590,Male,No,1,Graduate,No,10468,735,213,360,0.0,Urban,Y
LP000591,Male,Yes,2,Not Graduate,No,7336,0,449,300,1.0,Urban,Y
LP000592,Male,No,2,Graduate,No,2433,2327,95,240,1.0,Semiurban,Y
LP000593,Male,Yes,0,Graduate,No,8901,1491,307,360,0.0,Semiurban,Y
LP000594,Male,Yes,0,Graduate,No,2951,0,93,360,1.0,Semiurban,Y
LP000595,Female,No,0,Graduate,No,5845,509,190,360,1.0,Semiurban,Y
LP000596,Male,Yes,1,Graduate,No,3855,1182,231,360,1.0,Rural,Y
LP000597,Male,Yes,0,Graduate,No,4125,0,33,480,1.0,Urban,Y
LP000598,Male,Yes,0,Graduate,No,9072,5670,234,180,1.0,Semiurban,Y
LP000599,Male,Yes,0,Graduate,No,2138,13725,296,120,1.0,Urban,Y
LP000600,Male,No,0,Graduate,No,23298,13412,256,240,1.0,Semiurban,Y
LP000601,Male,Yes,1,Graduate,No,1144,7853,414,180,1.0,Rural,Y
LP000602,Male,Yes,0,Graduate,No,3046,1426,240,360,0.0,Semiurban,Y
LP000603,Male,Yes,1,Graduate,No,6608,1166,113,360,1.0,Semiurban,Y
LP000604,Male,Yes,0,Graduate,No,7843,0,275,360,1.0,Semiurban,Y
LP000605,Male,Yes,0,Graduate,No,4535,0,110,240,1.0,Semiurban,Y
LP000606,Male,Yes,0,Graduate,No,4694,3174,154,480,0.0,Urban,Y
LP000607,Male,Yes,0,Not Graduate,No,6825,1001,224,120,1.0,Semiurban,Y
LP000608,Male,No,0,Graduate,No,4085,0,185,240,1.0,Semiurban,Y
LP000609,Male,Yes,1,Not Graduate,No,14981,0,291,360,1.0,Urban,Y
LP000610,Male,Yes,0,Not Graduate,No,9618,2945,515,360,1.0,Urban,Y
LP000611,Male,No,2,Graduate,No,9879,1469,84,300,1.0,Rural,Y
LP000612,Male,Yes,0,Graduate,Yes,2268,3890,125,120,1.0,Urban,Y
LP000613,Male,Yes,0,Graduate,No,4612,1675,173,360,1.0,Urban,Y
LP000614,Male,Yes,1,Graduate,Yes,3864,316,117,120,0.0,Semiurban,N
LP000615,Female,Yes,0,Graduate,No,2198,1979,142,180,1.0,Urban,Y
LP000616,Female,Yes,0,Graduate,No,6555,6365,218,360,1.0,Semiurban,Y
LP000617,Male,No,0,Graduate,No,3196,0,204,240,1.0,Semiurban,Y
LP000618,Male,Yes,0,Not Graduate,No,8302,0,167,240,1.0,Semiurban,Y
LP000619,Female,Yes,2,Graduate,No,2087,0,159,300,1.0,Urban,Y
LP000620,Male,No,0,Graduate,No,19442,0,132,480,1.0,Semiurban,Y
LP000621,Male,Yes,1,Graduate,No,2399,854,299,480,1.0,Rural,Y
LP000622,Male,Yes,2,Graduate,No,5857,4430,340,300,1.0,Urban,Y
LP000623,Male,Yes,0,Graduate,Yes,9260,1877,247,240,1.0,Urban,Y
LP000624,Male,No,2,Not Graduate,No,3113,4138,83,240,0.0,Rural,N
LP000625,Male,Yes,0,Graduate,No,9720,0,130,240,0.0,Urban,Y
LP000626,Male,Yes,3,Graduate,No,1838,0,163,360,1.0,Urban,Y
LP000627,Male,Yes,0,Graduate,No,15704,2509,92,360,0.0,Urban,Y
LP000628,Male,Yes,1,Not Graduate,No,4970,545,154,300,0.0,Urban,Y
LP000629,Male,Yes,0,Graduate,No,3049,0,150,300,1.0,Urban,Y
LP000630,Male,Yes,0,Graduate,No,3868,953,255,240,1.0,Semiurban,Y
LP000631,Male,No,1,Graduate,Yes,9387,1196,115,300,1.0,Semiurban,Y
LP000632,Female,Yes,1,Graduate,No,3079,1153,265,240,1.0,Urban,Y
LP000633,Male,Yes,0,Graduate,No,2698,557,91,360,1.0,Rural,Y
LP000634,Male,No,0,Graduate,No,4116,0,98,360,0.0,Semiurban,N
LP000635,Male,No,1,Graduate,Yes,1916,0,122,360,1.0,Rural,Y
LP000636,Male,Yes,1,Graduate,No,21087,2280,152,300,1.0,Rural,Y
LP000637,Male,Yes,3,Not Graduate,No,3124,358,44,360,1.0,Semiurban,Y
LP000638,Male,Yes,1,Graduate,No,9559,1842,186,240,1.0,Rural,Y
LP000639,Male,No,3,Graduate,No,5811,17682,348,120,1.0,Semiurban,Y
LP000640,Male,No,1,Graduate,No,2235,6171,205,360,1.0,Rural,Y
LP000641,Male,Yes,0,Graduate,No,4891,0,133,240,1.0,Urban,Y
LP000642,Male,No,0,Not Graduate,No,9202,2890,86,360,1.0,Urban,Y
LP000643,Male,Yes,1,Graduate,No,4227,0,59,360,1.0,Semiurban,Y
LP000644,Male,Yes,1,Graduate,Yes,12765,0,65,480,1.0,Semiurban,Y
LP000645,Male,Yes,0,Graduate,No,11127,834,139,480,1.0,Rural,Y
LP000646,Female,No,0,Graduate,No,10251,67,425,120,0.0,Rural,Y
LP000647,Male,Yes,3,Graduate,No,3402,7505,38,480,1.0,Urban,Y
LP000648,Male,No,0,Graduate,No,2071,11480,210,360,1.0,Rural,Y
LP000649,Male,No,0,Graduate,No,3008,930,105,360,1.0,Urban,Y
LP000650,Male,No,0,Not Graduate,No,5750,0,125,120,0.0,Urban,Y
LP000651,Male,Yes,0,Graduate,Yes,7605,731,92,360,1.0,Semiurban,Y
LP000652,Male,Yes,0,Graduate,No,865,0,74,180,1.0,Urban,Y
LP000653,Male,Yes,0,Not Graduate,No,4882,0,158,360,1.0,Semiurban,Y
LP000654,Male,Yes,0,Graduate,No,5577,223,169,120,1.0,Semiurban,Y
LP000655,Male,Yes,1,Graduate,No,3936,2955,207,360,1.0,Urban,Y
